user_id,attr_instrument_str,attr_price_num,logtime,event_action,attr_os_str,devicebrand,attr_category_str,attr_label_str,nc,cnt_call,cnt_dis
1713750,,,2019-09-25T10:27:47.341Z,ecommerce_purchase,ANDROID,samsung,Manage Services,5GB za darmo w aplikacji,pl,14,18
TMCZ_38754257,googlePay,591.25,2020-09-18T15:38:26.388Z,Payment Completed,ANDROID,HONOR,Bills,braintree_googlePay,cz,24,881
e515d635-6ee1-403c-917b-d9d0a449507a,vtPjEEDgcGzrmDiCMmXTSwmhiEZ0wE9mXDPIBWtukeJOP7IlAd_OvLc8UAML1P4j1LfOcRYWr3mZSOAH-__1tQeOUjVPHm6K6XApQykSe0FhjUira9OcYuVKew78XUGJQPn8FLK-KUIFQpzWtzcC1Jpdh3ljsQnOgkFdnQibbXI,100.0,2020-05-01T21:54:24.659Z,Payment Completed,ANDROID,Sony,Top Up,fixedAccount,hr,24,1064
e515d635-6ee1-403c-917b-d9d0a449507a,,100.0,2020-05-01T21:54:24.657Z,ecommerce_purchase,ANDROID,Sony,Top Up,385996675628,hr,24,1064
2807795,,39.0,2020-10-25T15:27:42.970Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Opcija 3 GB,hr,39,801
e515d635-6ee1-403c-917b-d9d0a449507a,,100.0,2020-08-18T21:11:37.556Z,ecommerce_purchase,ANDROID,Sony,Top Up,385996675628,hr,24,1064
e515d635-6ee1-403c-917b-d9d0a449507a,hAnKIVL-n6dp3JQwLBAX7AUyFdn--gdqtPV5tEA4kc9AQPwAS9s3s6gLqIge-fE5fPxMZH3zLaV1g9vdlVNQoeatiJDZwxQmfDkxZI3BLqRLMldlbB3uL1jkR5DwbkaaE_Hl-8lQ8_vO29uHDHnGHitUh1ddd2yJMqLUqM8D2m0,100.0,2020-08-18T21:11:37.556Z,Payment Completed,ANDROID,Sony,Top Up,mobileAccount,hr,24,1064
932347,,0.0,2020-03-26T23:13:28.715Z,ecommerce_purchase,ANDROID,samsung,Manage Services,5 GB Internetu za darmo,pl,56,3204
2807795,,0.0,2020-10-27T19:19:35.744Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Neograničeni Internet,hr,39,801
932347,unknown,191.4,2020-09-23T19:09:39.038Z,Payment Completed,ANDROID,samsung,Bills,unknown_unknown,pl,56,3204
932347,,191.4,2020-09-23T19:09:39.037Z,ecommerce_purchase,ANDROID,samsung,Bills,,pl,56,3204
7c2cfde732abee5469ab4e7f4c399dac0bb8088f7645abe7d15f689aa5c8b0e3,,35.0,2020-11-02T20:07:40.814Z,ecommerce_purchase,ANDROID,samsung,Bills,,sk,18,510
1713750,,0.0,2020-10-07T17:46:58.416Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Happy Friday 15 GB,pl,14,18
e515d635-6ee1-403c-917b-d9d0a449507a,OMF08KDb-hVP5yHJAb_2PpdKivJTRP20VQH-hdaXhJvu47jUOQJlwysKpjAnbw06esakgGQcmxGhx6AdlvBRCEgko6G2OoSk8pDIB7qAQDi0F6JpjswLWRJvW_rgIUJlmaBrhfawLgIVtEmzcjk52p7w58vCKUDib53nUqOfsi0,,2019-10-29T18:04:32.718Z,Payment Completed,ANDROID,Sony,Top Up,mobileAccount,hr,24,1064
932347,googlePay,128.96,2020-07-31T17:37:02.524Z,Payment Completed,ANDROID,samsung,Bills,braintree_googlePay,pl,56,3204
TMCZ_18365686,applePay,2104.739990234375,2020-08-22T08:41:04.015Z,Payment Completed,IOS,Apple,Bills,applePay,cz,60,7812
932347,,0.0,2020-04-29T23:31:54.791Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Darmowy pakiet 5 GB,pl,56,3204
e515d635-6ee1-403c-917b-d9d0a449507a,,431.51,2020-01-08T14:39:48.547Z,ecommerce_purchase,ANDROID,Sony,Bills,,hr,24,1064
e515d635-6ee1-403c-917b-d9d0a449507a,,30.0,2019-09-26T16:55:07.926Z,ecommerce_purchase,ANDROID,Sony,Top Up,385998316809,hr,24,1064
adfdefb3-8d4d-41ae-b81a-abdb00c81786,,129.0,2020-08-04T22:43:34.997Z,ecommerce_purchase,IOS,Apple,Manage Services,,mk,3,296
932347,payByLink,190.39,2020-04-28T23:50:48.448Z,Payment Completed,ANDROID,samsung,Bills,payByLink_payByLink,pl,56,3204
932347,,190.39,2020-04-28T23:50:48.457Z,ecommerce_purchase,ANDROID,samsung,Bills,,pl,56,3204
2807795,,0.0,2020-08-03T16:50:03.599Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,1GB Moj T,hr,39,801
e515d635-6ee1-403c-917b-d9d0a449507a,,30.0,2019-07-17T16:20:45.032Z,ecommerce_purchase,ANDROID,Sony,Top Up,385981656279,hr,24,1064
e515d635-6ee1-403c-917b-d9d0a449507a,kYSvoxhxj0foEriYqui7kEfOv55borhJtaKxwTymvj2sXE4z-CEMnUBj0NiMk2CG2ilgx32LwYphbQINidTd2BCu3EGxxcUfMLahhbNHSUIqGqQYEkAlQz9dhW7wiOAcx99mctHIwUUy6-74T_fQFdY-oB7CxIhu6ukWgSnRKZ8,,2019-07-17T16:20:45.030Z,Payment Completed,ANDROID,Sony,Top Up,mobileAccount,hr,24,1064
2807795,,0.0,2020-11-03T10:05:16.333Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,1GB Moj T,hr,39,801
932347,,0.0,2020-02-23T08:09:56.946Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Happy Friday - 20GB,pl,56,3204
adfdefb3-8d4d-41ae-b81a-abdb00c81786,,99.0,2020-09-14T13:57:21.399Z,ecommerce_purchase,IOS,Apple,Manage Services,,mk,3,296
e515d635-6ee1-403c-917b-d9d0a449507a,,60.0,2019-11-11T16:19:35.739Z,ecommerce_purchase,ANDROID,Sony,Top Up,385998316809,hr,24,1064
932347,,0.0,2019-12-25T21:10:28.543Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Nielimitowany Internet na Święta,pl,56,3204
2807795,Visa,51.74,2020-08-07T10:20:08.439Z,Payment Completed,ANDROID,HONOR,Bills,braintree_Visa,hr,39,801
e515d635-6ee1-403c-917b-d9d0a449507a,qqE-Z5xDL07ej6i5dQ73IVVBRKO8tPciB-b7xGYF0mxo__27LZIkCCTHSOBBHhaCqN2CW1j0dcRclI_AIP3XNKUKWSua0kGs3kuTvRPUMt8TgXqlXV7AYfwyeS7dpXAsn0cgyb2UAm1iyhuPrhBR_NTemnqx7CoSv5LpHvmFsj8,,2019-08-26T19:29:23.568Z,Payment Completed,ANDROID,Sony,Top Up,mobileAccount,hr,24,1064
e515d635-6ee1-403c-917b-d9d0a449507a,,30.0,2019-08-26T19:29:23.568Z,ecommerce_purchase,ANDROID,Sony,Top Up,385998316809,hr,24,1064
7c2cfde732abee5469ab4e7f4c399dac0bb8088f7645abe7d15f689aa5c8b0e3,,23.0,2020-05-12T09:00:46.446Z,ecommerce_purchase,ANDROID,samsung,Bills,,sk,18,510
7c2cfde732abee5469ab4e7f4c399dac0bb8088f7645abe7d15f689aa5c8b0e3,MasterCard,50.16,2020-05-12T09:00:27.258Z,Payment Completed,ANDROID,samsung,Bills,braintree_MasterCard,sk,18,510
7c2cfde732abee5469ab4e7f4c399dac0bb8088f7645abe7d15f689aa5c8b0e3,MasterCard,23.0,2020-05-12T09:00:46.445Z,Payment Completed,ANDROID,samsung,Bills,braintree_MasterCard,sk,18,510
932347,,0.0,2020-01-31T08:13:47.646Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Happy Friday - 15GB,pl,56,3204
932347,,0.0,2020-03-13T11:54:03.876Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Happy Friday - 3 GB,pl,56,3204
932347,,128.96,2020-07-31T17:37:02.524Z,ecommerce_purchase,ANDROID,samsung,Bills,,pl,56,3204
932347,,0.0,2020-05-22T03:32:05.323Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Darmowy pakiet 3 GB,pl,56,3204
7c2cfde732abee5469ab4e7f4c399dac0bb8088f7645abe7d15f689aa5c8b0e3,,35.0,2020-07-10T11:33:03.515Z,ecommerce_purchase,ANDROID,samsung,Bills,,sk,18,510
TMCZ_38754257,,,2019-07-20T09:02:47.945Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Neomezená data na léto,cz,24,881
2807795,,0.0,2020-02-19T17:02:00.197Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,1GB Moj T,hr,39,801
adfdefb3-8d4d-41ae-b81a-abdb00c81786,,129.0,2020-08-27T18:35:12.305Z,ecommerce_purchase,IOS,Apple,Manage Services,,mk,3,296
TMCZ_30378191,,,2019-07-20T10:00:40.728Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Neomezená data na léto,cz,8,940
932347,googlePay,406.04,2020-08-26T20:52:54.817Z,Payment Completed,ANDROID,samsung,Bills,braintree_googlePay,pl,56,3204
932347,,406.04,2020-08-26T20:52:54.817Z,ecommerce_purchase,ANDROID,samsung,Bills,,pl,56,3204
adfdefb3-8d4d-41ae-b81a-abdb00c81786,,129.0,2020-08-12T00:16:55.535Z,ecommerce_purchase,IOS,Apple,Manage Services,,mk,3,296
932347,,0.0,2020-04-02T23:14:43.948Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Darmowe 10GB,pl,56,3204
932347,,0.0,2020-04-02T23:14:12.115Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Darmowe 10GB,pl,56,3204
932347,,0.0,2020-04-02T23:14:28.509Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Darmowe 10GB,pl,56,3204
TMCZ_18365686,Visa,500.0,2019-12-24T07:41:49.409Z,Payment Completed,IOS,Apple,Top Up,braintree,cz,60,7812
e515d635-6ee1-403c-917b-d9d0a449507a,,60.0,2019-12-26T19:34:05.425Z,ecommerce_purchase,ANDROID,Sony,Top Up,385996675628,hr,24,1064
932347,,0.0,2020-03-13T01:04:36.975Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Happy Friday - 3 GB,pl,56,3204
TMCZ_18365686,IbwFk4Z5jDVn4Hs1l5N-ij9X17WPDj0_REifpON04TINfl_ZN3VijFzN8Bk2Fnr0bppKh8oYGZ9Q39oMn0e0Z5aSvzW6RMFCYuiqYG8hj2k6TzTQriFUfIUufgOtkclPMs8HXbMtrWhdgv2T-3SOQSPruOLERWZ3cVzs6DClB7o,300.0,2019-12-24T07:45:44.018Z,Payment Completed,IOS,Apple,Top Up,mobileAccount,cz,60,7812
2807795,Visa,286.24,2020-03-08T09:53:50.715Z,Payment Completed,ANDROID,HONOR,Bills,braintree_Visa,hr,39,801
932347,,79.71,2020-11-26T21:13:39.814Z,ecommerce_purchase,ANDROID,samsung,Bills,,pl,56,3204
932347,,79.71,2020-11-26T21:13:39.812Z,Payment Completed,ANDROID,samsung,Bills,braintree_null,pl,56,3204
1713750,,0.0,2019-11-24T21:22:09.246Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Happy Friday  - 15GB,pl,14,18
932347,,0.0,2020-07-25T10:48:51.478Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Happy Friday 5 GB,pl,56,3204
932347,,0.0,2020-07-25T10:48:31.309Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Happy Friday 5 GB,pl,56,3204
7c2cfde732abee5469ab4e7f4c399dac0bb8088f7645abe7d15f689aa5c8b0e3,MasterCard,35.0,2020-05-27T14:42:44.483Z,Payment Completed,ANDROID,samsung,Bills,braintree_MasterCard,sk,18,510
932347,unknown,61.23,2020-04-04T18:51:15.552Z,Payment Completed,ANDROID,samsung,Bills,unknown_unknown,pl,56,3204
932347,,61.23,2020-04-04T18:51:15.549Z,ecommerce_purchase,ANDROID,samsung,Bills,,pl,56,3204
567a46fe-6127-4c96-b922-76d2add3dba8,,265.51,2020-11-27T12:53:13.451Z,ecommerce_purchase,ANDROID,HUAWEI,Bills,,hr,6,313
567a46fe-6127-4c96-b922-76d2add3dba8,Visa,265.51,2020-11-27T12:53:13.452Z,Payment Completed,ANDROID,HUAWEI,Bills,braintree_Visa,hr,6,313
7c2cfde732abee5469ab4e7f4c399dac0bb8088f7645abe7d15f689aa5c8b0e3,MasterCard,10.0,2020-11-07T08:31:37.065Z,Payment Completed,ANDROID,samsung,Top Up,braintree_MasterCard,sk,18,510
adfdefb3-8d4d-41ae-b81a-abdb00c81786,,149.0,2020-11-11T20:22:12.251Z,ecommerce_purchase,IOS,Apple,Manage Services,,mk,3,296
e515d635-6ee1-403c-917b-d9d0a449507a,gKdyZKNRq2ZSRCeSia-UvSamfNvd4dbXt1IIbL_tUKaMjRK4mwnPkKgrjfMETybFv3jx6p6Lqbc34rYTSOF6hW4XBTkFAKBXEyAxZPUpS7Ra0XRugNK3MH61xUjeEbLtuQ5047DZd15E_3e7UWdGnjceoQMqQYkJ-QbbQBSPXSc,120.0,2020-10-02T02:59:34.255Z,Payment Completed,ANDROID,Sony,Top Up,mobileAccount,hr,24,1064
e515d635-6ee1-403c-917b-d9d0a449507a,,120.0,2020-10-02T02:59:34.254Z,ecommerce_purchase,ANDROID,Sony,Top Up,385996675628,hr,24,1064
e515d635-6ee1-403c-917b-d9d0a449507a,,200.0,2020-10-02T01:09:54.201Z,ecommerce_purchase,ANDROID,Sony,Top Up,385996675628,hr,24,1064
e515d635-6ee1-403c-917b-d9d0a449507a,qIZ77UHS3xkXkFAi1y76nSDtStKmS5SFtqp6wxVX9b1nqIgmP2cZ-oB5wdLSR33ZCrIehP5I1e_OeSrqds_QJMFeB1C5flcDm4rBTo-ckVf078JT2lFom_KVjS1qvBhnnTgBtT5o1mdzRa8pjPAqrO5aCc-f9AF24Uj80y6J1SU,200.0,2020-10-02T01:09:54.168Z,Payment Completed,ANDROID,Sony,Top Up,fixedAccount,hr,24,1064
adfdefb3-8d4d-41ae-b81a-abdb00c81786,,129.0,2020-07-28T17:56:08.337Z,ecommerce_purchase,IOS,Apple,Manage Services,,mk,3,296
e515d635-6ee1-403c-917b-d9d0a449507a,kIQ4SUCiQiB9D5wlJqTNirmsycWlYDKbpwZOsw_CY2i4k75mEqW3B5DdtARqkO9hhX1tVy4RMWJgiLkIQxUqIdhYDjSBfuu8StCmzDYAMunSXpJZlS3KHTNJHVP8dF4fPIaD1QKC3wZe87XlAoH9ZakSXakagV6dZjyEVGtVMCs,60.0,2020-10-11T21:24:39.247Z,Payment Completed,ANDROID,Sony,Top Up,mobileAccount,hr,24,1064
e515d635-6ee1-403c-917b-d9d0a449507a,,60.0,2020-10-11T21:24:39.255Z,ecommerce_purchase,ANDROID,Sony,Top Up,385996676696,hr,24,1064
7c2cfde732abee5469ab4e7f4c399dac0bb8088f7645abe7d15f689aa5c8b0e3,MasterCard,50.3,2020-09-22T07:11:17.475Z,Payment Completed,ANDROID,samsung,Bills,braintree_MasterCard,sk,18,510
932347,,0.0,2020-03-28T00:13:00.718Z,ecommerce_purchase,ANDROID,samsung,Manage Services,5 GB Internetu za darmo,pl,56,3204
TMCZ_38754257,googlePay,1020.01,2019-12-09T09:58:55.806Z,Payment Completed,ANDROID,HONOR,Bills,braintree_googlePay,cz,24,881
932347,unknown,279.78,2020-05-28T13:57:42.622Z,Payment Completed,ANDROID,samsung,Bills,unknown_unknown,pl,56,3204
7c2cfde732abee5469ab4e7f4c399dac0bb8088f7645abe7d15f689aa5c8b0e3,,50.1,2020-08-12T05:23:43.706Z,ecommerce_purchase,ANDROID,samsung,Bills,,sk,18,510
7c2cfde732abee5469ab4e7f4c399dac0bb8088f7645abe7d15f689aa5c8b0e3,MasterCard,50.1,2020-08-12T05:23:43.701Z,Payment Completed,ANDROID,samsung,Bills,braintree_MasterCard,sk,18,510
7c2cfde732abee5469ab4e7f4c399dac0bb8088f7645abe7d15f689aa5c8b0e3,,23.0,2020-08-12T05:23:23.556Z,ecommerce_purchase,ANDROID,samsung,Bills,,sk,18,510
7c2cfde732abee5469ab4e7f4c399dac0bb8088f7645abe7d15f689aa5c8b0e3,MasterCard,23.0,2020-08-12T05:23:23.546Z,Payment Completed,ANDROID,samsung,Bills,braintree_MasterCard,sk,18,510
adfdefb3-8d4d-41ae-b81a-abdb00c81786,,149.0,2020-10-11T10:29:44.842Z,ecommerce_purchase,IOS,Apple,Manage Services,,mk,3,296
e515d635-6ee1-403c-917b-d9d0a449507a,fEDS-NeYjLjwAhS5qSsIvk7ydCaKjc8YUYkIs7CqwlkBmMsicW1cfhV6Epob9MDOQLEBk_OzdWcG2DbXSGEg__B85hE-yHCDVQFEO6PdYlzffZF-xHeSBwYDFQOX4X-QSz6ufEXCUtsyT9QDA1VjF4_9wJ7Cf22zMG_qDdgoXvk,200.0,2020-04-18T20:30:41.719Z,Payment Completed,ANDROID,Sony,Top Up,fixedAccount,hr,24,1064
e515d635-6ee1-403c-917b-d9d0a449507a,,200.0,2020-04-18T20:30:41.716Z,ecommerce_purchase,ANDROID,Sony,Top Up,385996675628,hr,24,1064
932347,,0.0,2020-02-15T06:45:59.539Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Happy Friday - 3 GB,pl,56,3204
932347,,0.0,2020-01-10T15:19:02.923Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Happy Friday 3 GB,pl,56,3204
932347,,0.0,2020-01-10T15:18:47.899Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Happy Friday 3 GB,pl,56,3204
2807795,,0.0,2020-10-03T15:06:02.725Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,1GB Moj T,hr,39,801
TMCZ_18365686,,0.0,2019-08-19T16:08:26.421Z,ecommerce_purchase,IOS,Apple,Manage Services,,cz,60,7812
TMCZ_38754257,,,2019-08-19T10:11:01.273Z,ecommerce_purchase,ANDROID,HONOR,Manage Services,Neomezená data na léto,cz,24,881
11858280,,,2020-01-08T08:58:10.857Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,27,1450
11858280,,,2019-11-06T09:15:54.803Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,27,1450
TMCZ_1000565481,applePay,2673.68994140625,2020-01-15T05:35:06.871Z,Payment Completed,IOS,Apple,Bills,applePay,cz,1,10631
11858280,,,2019-09-08T14:19:29.849Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Díjmentes 50 MB,hu,27,1450
2204714,,0.0,2020-10-23T06:16:09.247Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Happy Friday 3 GB,pl,38,686
11858280,,,2020-01-02T02:25:38.071Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,27,1450
11858280,,,2020-01-02T02:24:24.771Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 1 GB 1 napra,hu,27,1450
11858280,,,2020-01-02T02:24:47.597Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 1 GB 1 napra,hu,27,1450
11858280,,,2020-01-02T02:25:10.183Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 1 GB 1 napra,hu,27,1450
11858280,,,2020-01-02T02:23:48.166Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Díjmentes 50 MB,hu,27,1450
11858280,,0.0,2020-09-24T04:51:39.154Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 300 MB és 30 perc,hu,27,1450
11858280,,,2019-11-14T05:14:16.323Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 1 GB 1 napra,hu,27,1450
11858280,,,2019-11-14T05:14:00.136Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 1 GB 1 napra,hu,27,1450
11858280,,0.0,2020-05-31T17:56:49.617Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,10 GB Díjmentes Extra Net,hu,27,1450
11858280,,,2019-08-30T19:56:29.715Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Díjmentes 3 GB fesztivál adatbővítő,hu,27,1450
11858280,,0.0,2020-04-15T09:43:26.996Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,27,1450
13385414,,13590.0,2020-01-06T15:00:31.128Z,ecommerce_purchase,ANDROID,xiaomi,Bills,,hu,5,179
2204714,,0.0,2020-02-20T17:56:33.019Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Happy Friday - 20GB,pl,38,686
11858280,,0.0,2020-06-10T05:02:36.374Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 1 GB 1 napra,hu,27,1450
11858280,,0.0,2020-03-05T05:34:23.510Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 1 GB 1 napra,hu,27,1450
TMCZ_1000565481,,2996.97998046875,2020-08-15T04:23:23.481Z,ecommerce_purchase,IOS,Apple,Bills,,cz,1,10631
TMCZ_1000565481,applePay,2996.97998046875,2020-08-15T04:23:25.714Z,Payment Completed,IOS,Apple,Bills,applePay,cz,1,10631
11858280,,,2019-12-17T05:49:15.252Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Mobil ünnepi korlátlanság,hu,27,1450
13385414,,13670.0,2020-06-04T19:09:34.778Z,ecommerce_purchase,ANDROID,xiaomi,Bills,,hu,5,179
11858280,,,2019-12-22T07:25:58.684Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Díjmentes 50 MB,hu,27,1450
11858280,,0.0,2020-07-29T04:44:57.120Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 1 GB 1 napra,hu,27,1450
11858280,,0.0,2020-07-29T04:45:20.029Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 1 GB 1 napra,hu,27,1450
11858280,,,2019-08-07T06:21:43.356Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 1 GB 1 napra,hu,27,1450
11858280,,0.0,2020-09-12T08:54:26.624Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Díjmentes 50 MB,hu,27,1450
23728134,,0.0,2020-11-27T16:32:49.184Z,ecommerce_purchase,ANDROID,samsung,Manage Services,2 napos Ünnepi Korlátlan Net 11.23 – 11.29.,hu,5,205
11858280,,,2019-11-20T07:01:23.618Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,27,1450
11858280,,0.0,2020-02-02T07:09:49.871Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,,hu,27,1450
23728134,Visa,,2019-12-02T11:35:15.593Z,Payment Completed,ANDROID,Sony,Bills,braintree_Visa,hu,5,205
11858280,,,2019-12-11T07:32:57.949Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Díjmentes 50 MB,hu,27,1450
11858280,,0.0,2020-09-01T04:25:34.156Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Napi 2 GB,hu,27,1450
13385414,MasterCard,13750.0,2020-05-04T11:37:20.549Z,Payment Completed,ANDROID,xiaomi,Bills,braintree_MasterCard,hu,5,179
8398,,0.0,2020-09-24T22:16:20.225Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Happy Friday 5 GB,pl,55,363
2204714,,0.0,2020-10-08T21:10:08.950Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Happy Friday 15 GB,pl,38,686
11858280,,0.0,2020-05-31T06:13:51.187Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Most,hu,27,1450
13385414,MasterCard,13590.0,2020-07-10T05:18:33.611Z,Payment Completed,ANDROID,xiaomi,Bills,braintree_MasterCard,hu,5,179
13385414,,13590.0,2020-07-10T05:18:33.613Z,ecommerce_purchase,ANDROID,xiaomi,Bills,,hu,5,179
361231,,0.0,2020-07-04T06:46:38.806Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Darmowy pakiet 3 GB na 7 dni,pl,65,553
11858280,,0.0,2020-02-26T20:23:58.310Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 1 GB 1 napra,hu,27,1450
11858280,,,2019-11-07T05:14:44.333Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 1 GB 1 napra,hu,27,1450
23728134,,,2019-08-24T12:20:08.303Z,ecommerce_purchase,ANDROID,Sony,Manage Services,Díjmentes 3 GB fesztivál adatbővítő,hu,5,205
23728134,,,2019-08-24T12:20:27.685Z,ecommerce_purchase,ANDROID,Sony,Manage Services,Díjmentes 50 MB,hu,5,205
361231,,0.0,2020-10-10T05:26:39.066Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Happy Friday 15 GB za darmo na 7 dni,pl,65,553
TMCZ_1000565481,applePay,3430.580078125,2020-03-14T21:39:39.039Z,Payment Completed,IOS,Apple,Bills,applePay,cz,1,10631
TMCZ_1000565481,,3430.580078125,2020-03-14T21:39:39.042Z,ecommerce_purchase,IOS,Apple,Bills,,cz,1,10631
361231,,0.0,2020-09-12T05:25:29.047Z,ecommerce_purchase,ANDROID,samsung,Manage Services,Happy Friday 3 GB za darmo na 7 dni,pl,65,553
11858280,,,2019-12-04T07:57:21.349Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 100 perc hálózaton belül 1 napra,hu,27,1450
11858280,,0.0,2020-09-02T07:21:36.011Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day Korlátlan Net 1 napra,hu,27,1450
11858280,,,2019-09-18T12:24:03.179Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 300 MB és 30 perc 1 napra,hu,27,1450
11858280,,0.0,2020-09-25T04:47:25.189Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Díjmentes 50 MB,hu,27,1450
11858280,,0.0,2020-09-25T04:47:10.268Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Díjmentes 50 MB,hu,27,1450
13385414,MasterCard,,2020-01-06T15:00:31.125Z,Payment Completed,ANDROID,xiaomi,Bills,braintree_MasterCard,hu,5,179
TMCZ_1000565481,,3316.6201171875,2019-10-21T18:25:17.369Z,ecommerce_purchase,IOS,Apple,Bills,,cz,1,10631
23728134,,24722.0,2020-01-01T13:23:51.131Z,ecommerce_purchase,ANDROID,Sony,Bills,,hu,5,205
TMCZ_1000565481,,3019.360107421875,2019-09-17T17:50:00.401Z,ecommerce_purchase,IOS,Apple,Bills,,cz,1,10631
13385414,MasterCard,13590.0,2020-04-06T10:33:57.593Z,Payment Completed,ANDROID,xiaomi,Bills,braintree_MasterCard,hu,5,179
13385414,,13590.0,2020-04-06T10:33:57.601Z,ecommerce_purchase,ANDROID,xiaomi,Bills,,hu,5,179
11858280,,,2019-08-11T22:47:53.707Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Díjmentes 50 MB,hu,27,1450
8398,,0.0,2020-11-21T06:59:58.848Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Happy Friday 3 GB,pl,55,363
11858280,,,2019-08-14T18:21:49.666Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 1 GB 1 napra,hu,27,1450
11858280,,,2019-08-14T18:21:15.580Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 1 GB 1 napra,hu,27,1450
11858280,,0.0,2020-10-11T09:36:57.872Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Díjmentes 50 MB,hu,27,1450
11858280,,,2019-09-05T04:37:47.305Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 1 GB 1 napra,hu,27,1450
11858280,,,2019-09-05T04:37:21.327Z,ecommerce_purchase,ANDROID,HUAWEI,Manage Services,Domino Day 1 GB 1 napra,hu,27,1450
